x-axis,1
second,Volt
-542.800000E-03,+118.190954E-03
-542.797500E-03,+126.633164E-03
-542.795000E-03,+126.633164E-03
-542.792500E-03,+130.854270E-03
-542.790000E-03,+126.633164E-03
-542.787500E-03,+126.633164E-03
-542.785000E-03,+130.854270E-03
-542.782500E-03,+126.633164E-03
-542.780000E-03,+126.633164E-03
-542.777500E-03,+126.633164E-03
-542.775000E-03,+126.633164E-03
-542.772500E-03,+122.412059E-03
-542.770000E-03,+126.633164E-03
-542.767500E-03,+130.854270E-03
-542.765000E-03,+126.633164E-03
-542.762500E-03,+122.412059E-03
-542.760000E-03,+126.633164E-03
-542.757500E-03,+126.633164E-03
-542.755000E-03,+122.412059E-03
-542.752500E-03,+126.633164E-03
-542.750000E-03,+126.633164E-03
-542.747500E-03,+126.633164E-03
-542.745000E-03,+130.854270E-03
-542.742500E-03,+126.633164E-03
-542.740000E-03,+122.412059E-03
-542.737500E-03,+126.633164E-03
-542.735000E-03,+130.854270E-03
-542.732500E-03,+126.633164E-03
-542.730000E-03,+126.633164E-03
-542.727500E-03,+126.633164E-03
-542.725000E-03,+130.854270E-03
-542.722500E-03,+126.633164E-03
-542.720000E-03,+126.633164E-03
-542.717500E-03,+126.633164E-03
-542.715000E-03,+126.633164E-03
-542.712500E-03,+130.854270E-03
-542.710000E-03,+126.633164E-03
-542.707500E-03,+113.969848E-03
-542.705000E-03,+139.296481E-03
-542.702500E-03,+126.633164E-03
-542.700000E-03,+126.633164E-03
-542.697500E-03,+126.633164E-03
-542.695000E-03,+126.633164E-03
-542.692500E-03,+135.075375E-03
-542.690000E-03,+126.633164E-03
-542.687500E-03,+126.633164E-03
-542.685000E-03,+118.190954E-03
-542.682500E-03,+118.190954E-03
-542.680000E-03,+126.633164E-03
-542.677500E-03,+126.633164E-03
-542.675000E-03,+126.633164E-03
-542.672500E-03,+122.412059E-03
-542.670000E-03,+126.633164E-03
-542.667500E-03,+126.633164E-03
-542.665000E-03,+122.412059E-03
-542.662500E-03,+135.075375E-03
-542.660000E-03,+126.633164E-03
-542.657500E-03,+126.633164E-03
-542.655000E-03,+122.412059E-03
-542.652500E-03,+126.633164E-03
-542.650000E-03,+126.633164E-03
-542.647500E-03,+126.633164E-03
-542.645000E-03,+126.633164E-03
-542.642500E-03,+118.190954E-03
-542.640000E-03,+126.633164E-03
-542.637500E-03,+122.412059E-03
-542.635000E-03,+122.412059E-03
-542.632500E-03,+126.633164E-03
-542.630000E-03,+122.412059E-03
-542.627500E-03,+113.969848E-03
-542.625000E-03,+130.854270E-03
-542.622500E-03,+126.633164E-03
-542.620000E-03,+126.633164E-03
-542.617500E-03,+122.412059E-03
-542.615000E-03,+122.412059E-03
-542.612500E-03,+122.412059E-03
-542.610000E-03,+126.633164E-03
-542.607500E-03,+126.633164E-03
-542.605000E-03,+122.412059E-03
-542.602500E-03,+126.633164E-03
-542.600000E-03,+130.854270E-03
-542.597500E-03,+122.412059E-03
-542.595000E-03,+122.412059E-03
-542.592500E-03,+126.633164E-03
-542.590000E-03,+122.412059E-03
-542.587500E-03,+130.854270E-03
-542.585000E-03,+126.633164E-03
-542.582500E-03,+122.412059E-03
-542.580000E-03,+126.633164E-03
-542.577500E-03,+122.412059E-03
-542.575000E-03,+126.633164E-03
-542.572500E-03,+118.190954E-03
-542.570000E-03,+126.633164E-03
-542.567500E-03,+126.633164E-03
-542.565000E-03,+126.633164E-03
-542.562500E-03,+126.633164E-03
-542.560000E-03,+122.412059E-03
-542.557500E-03,+126.633164E-03
-542.555000E-03,+126.633164E-03
-542.552500E-03,+122.412059E-03
-542.550000E-03,+126.633164E-03
-542.547500E-03,+130.854270E-03
-542.545000E-03,+126.633164E-03
-542.542500E-03,+126.633164E-03
-542.540000E-03,+122.412059E-03
-542.537500E-03,+126.633164E-03
-542.535000E-03,+126.633164E-03
-542.532500E-03,+126.633164E-03
-542.530000E-03,+126.633164E-03
-542.527500E-03,+126.633164E-03
-542.525000E-03,+126.633164E-03
-542.522500E-03,+126.633164E-03
-542.520000E-03,+122.412059E-03
-542.517500E-03,+126.633164E-03
-542.515000E-03,+122.412059E-03
-542.512500E-03,+122.412059E-03
-542.510000E-03,+126.633164E-03
-542.507500E-03,+126.633164E-03
-542.505000E-03,+126.633164E-03
-542.502500E-03,+126.633164E-03
-542.500000E-03,+130.854270E-03
-542.497500E-03,+126.633164E-03
-542.495000E-03,+126.633164E-03
-542.492500E-03,+126.633164E-03
-542.490000E-03,+126.633164E-03
-542.487500E-03,+118.190954E-03
-542.485000E-03,+126.633164E-03
-542.482500E-03,+126.633164E-03
-542.480000E-03,+126.633164E-03
-542.477500E-03,+126.633164E-03
-542.475000E-03,+122.412059E-03
-542.472500E-03,+122.412059E-03
-542.470000E-03,+122.412059E-03
-542.467500E-03,+126.633164E-03
-542.465000E-03,+122.412059E-03
-542.462500E-03,+126.633164E-03
-542.460000E-03,+126.633164E-03
-542.457500E-03,+130.854270E-03
-542.455000E-03,+126.633164E-03
-542.452500E-03,+126.633164E-03
-542.450000E-03,+122.412059E-03
-542.447500E-03,+126.633164E-03
-542.445000E-03,+122.412059E-03
-542.442500E-03,+126.633164E-03
-542.440000E-03,+135.075375E-03
-542.437500E-03,+122.412059E-03
-542.435000E-03,+122.412059E-03
-542.432500E-03,+122.412059E-03
-542.430000E-03,+126.633164E-03
-542.427500E-03,+126.633164E-03
-542.425000E-03,+122.412059E-03
-542.422500E-03,+126.633164E-03
-542.420000E-03,+118.190954E-03
-542.417500E-03,+130.854270E-03
-542.415000E-03,+118.190954E-03
-542.412500E-03,+126.633164E-03
-542.410000E-03,+126.633164E-03
-542.407500E-03,+122.412059E-03
-542.405000E-03,+122.412059E-03
-542.402500E-03,+122.412059E-03
-542.400000E-03,+126.633164E-03
-542.397500E-03,+126.633164E-03
-542.395000E-03,+126.633164E-03
-542.392500E-03,+122.412059E-03
-542.390000E-03,+122.412059E-03
-542.387500E-03,+126.633164E-03
-542.385000E-03,+122.412059E-03
-542.382500E-03,+122.412059E-03
-542.380000E-03,+122.412059E-03
-542.377500E-03,+126.633164E-03
-542.375000E-03,+126.633164E-03
-542.372500E-03,+126.633164E-03
-542.370000E-03,+122.412059E-03
-542.367500E-03,+126.633164E-03
-542.365000E-03,+126.633164E-03
-542.362500E-03,+122.412059E-03
-542.360000E-03,+122.412059E-03
-542.357500E-03,+122.412059E-03
-542.355000E-03,+122.412059E-03
-542.352500E-03,+126.633164E-03
